payment_id,work_id,payment_request_date,authorization_date,payment_release_date,payment_amount_inr,payment_stage,invoice_number,cumulative_expenditure_inr,payment_status,authorized_by_agency_id,source_type,synthetic_demo_data
PAY-V2-0002127,W-000634,2023-11-29,2023-12-05,2023-12-08,130000,6,INV-000634-06,609000,RELEASED,IA-S04-03-03,SYNTHETIC_V2,True
PAY-V2-0002128,W-000635,2023-05-12,2023-05-18,2023-05-21,3747000,1,INV-000635-01,3747000,RELEASED,IA-S05-03-03,SYNTHETIC_V2,True
PAY-V2-0002129,W-000635,2023-08-09,2023-08-15,2023-08-17,3020000,2,INV-000635-02,6767000,RELEASED,IA-S05-03-03,SYNTHETIC_V2,True
PAY-V2-0002130,W-000636,2023-04-14,2023-04-17,2023-04-22,2390000,1,INV-000636-01,2390000,RELEASED,IA-S06-03-03,SYNTHETIC_V2,True
PAY-V2-0002131,W-000636,2023-06-06,2023-06-11,2023-06-15,4723000,2,INV-000636-02,7113000,RELEASED,IA-S06-03-03,SYNTHETIC_V2,True
PAY-V2-0002132,W-000636,2023-07-29,2023-08-06,2023-08-07,6292000,3,INV-000636-03,13405000,RELEASED,IA-S06-03-03,SYNTHETIC_V2,True
PAY-V2-0002133,W-000637,2023-04-25,2023-05-01,2023-05-03,159000,1,INV-000637-01,159000,RELEASED,IA-S01-03-03,SYNTHETIC_V2,True
PAY-V2-0002134,W-000637,2023-06-30,2023-07-07,2023-07-09,187000,2,INV-000637-02,346000,RELEASED,IA-S01-03-03,SYNTHETIC_V2,True
PAY-V2-0002135,W-000637,2023-09-04,2023-09-06,2023-09-08,159000,3,INV-000637-03,505000,RELEASED,IA-S01-03-03,SYNTHETIC_V2,True
PAY-V2-0002136,W-000637,2023-11-09,2023-11-10,2023-11-12,159000,4,INV-000637-04,664000,RELEASED,IA-S01-03-03,SYNTHETIC_V2,True
PAY-V2-0002137,W-000638,2023-04-11,2023-04-16,2023-04-19,470000,1,INV-000638-01,470000,RELEASED,IA-S02-03-03,SYNTHETIC_V2,True
PAY-V2-0002138,W-000638,2023-05-25,2023-05-27,2023-05-30,217000,2,INV-000638-02,687000,RELEASED,IA-S02-03-03,SYNTHETIC_V2,True
PAY-V2-0002139,W-000638,2023-07-08,2023-07-12,2023-07-15,421000,3,INV-000638-03,1108000,RELEASED,IA-S02-03-03,SYNTHETIC_V2,True
PAY-V2-0002140,W-000638,2023-08-21,2023-08-25,2023-08-30,430000,4,INV-000638-04,1538000,RELEASED,IA-S02-03-03,SYNTHETIC_V2,True
PAY-V2-0002141,W-000638,2023-10-04,2023-10-07,2023-10-12,431000,5,INV-000638-05,1969000,RELEASED,IA-S02-03-03,SYNTHETIC_V2,True
PAY-V2-0002142,W-000639,2023-04-13,2023-04-15,2023-04-16,1132000,1,INV-000639-01,1132000,RELEASED,IA-S03-03-03,SYNTHETIC_V2,True
PAY-V2-0002143,W-000639,2023-06-09,2023-06-14,2023-06-18,2281000,2,INV-000639-02,3413000,RELEASED,IA-S03-03-03,SYNTHETIC_V2,True
PAY-V2-0002144,W-000639,2023-08-05,2023-08-08,2023-08-11,1168000,3,INV-000639-03,4581000,RELEASED,IA-S03-03-03,SYNTHETIC_V2,True
PAY-V2-0002145,W-000639,2023-10-01,2023-10-06,2023-10-11,2585000,4,INV-000639-04,7166000,RELEASED,IA-S03-03-03,SYNTHETIC_V2,True
PAY-V2-0002146,W-000639,2023-11-27,2023-12-01,2023-12-02,1603000,5,INV-000639-05,8769000,RELEASED,IA-S03-03-03,SYNTHETIC_V2,True
PAY-V2-0002147,W-000639,2024-01-23,2024-01-26,2024-01-28,1442000,6,INV-000639-06,10211000,RELEASED,IA-S03-03-03,SYNTHETIC_V2,True
PAY-V2-0002148,W-000642,2024-06-27,2024-07-03,2024-07-08,573000,1,INV-000642-01,573000,RELEASED,IA-S06-03-03,SYNTHETIC_V2,True
PAY-V2-0002149,W-000642,2025-07-31,2025-08-01,2025-08-03,751000,2,INV-000642-02,1324000,RELEASED,IA-S06-03-03,SYNTHETIC_V2,True
PAY-V2-0002150,W-000643,2024-03-15,2024-03-17,2024-03-21,1010000,1,INV-000643-01,1010000,RELEASED,IA-S01-03-03,SYNTHETIC_V2,True
PAY-V2-0002151,W-000643,2025-01-10,2025-01-17,2025-01-21,1130000,2,INV-000643-02,2140000,RELEASED,IA-S01-03-03,SYNTHETIC_V2,True
PAY-V2-0002152,W-000643,2025-11-07,2025-11-09,2025-11-11,1162000,3,INV-000643-03,3302000,RELEASED,IA-S01-03-03,SYNTHETIC_V2,True
PAY-V2-0002153,W-000644,2024-02-06,2024-02-12,2024-02-15,2028000,1,INV-000644-01,2028000,RELEASED,IA-S02-03-03,SYNTHETIC_V2,True
PAY-V2-0002154,W-000644,2024-09-28,2024-10-01,2024-10-06,2717000,2,INV-000644-02,4745000,RELEASED,IA-S02-03-03,SYNTHETIC_V2,True
PAY-V2-0002155,W-000644,2025-05-21,2025-05-24,2025-05-29,3209000,3,INV-000644-03,7954000,RELEASED,IA-S02-03-03,SYNTHETIC_V2,True
PAY-V2-0002156,W-000644,2026-01-11,2026-01-15,2026-01-19,1340000,4,INV-000644-04,9294000,RELEASED,IA-S02-03-03,SYNTHETIC_V2,True
PAY-V2-0002157,W-000645,2024-07-10,2024-07-13,2024-07-14,3606000,1,INV-000645-01,3606000,RELEASED,IA-S03-03-03,SYNTHETIC_V2,True
PAY-V2-0002158,W-000645,2025-08-07,2025-08-10,2025-08-12,6396000,2,INV-000645-02,10002000,RELEASED,IA-S03-03-03,SYNTHETIC_V2,True
PAY-V2-0002159,W-000646,2024-02-28,2024-03-06,2024-03-07,641000,1,INV-000646-01,641000,RELEASED,IA-S04-03-03,SYNTHETIC_V2,True
PAY-V2-0002160,W-000646,2024-12-30,2025-01-04,2025-01-07,258000,2,INV-000646-02,899000,RELEASED,IA-S04-03-03,SYNTHETIC_V2,True
PAY-V2-0002161,W-000646,2025-11-01,2025-11-07,2025-11-09,442000,3,INV-000646-03,1341000,RELEASED,IA-S04-03-03,SYNTHETIC_V2,True
PAY-V2-0002162,W-000647,2024-01-22,2024-01-27,2024-01-28,1531000,1,INV-000647-01,1531000,RELEASED,IA-S05-03-03,SYNTHETIC_V2,True
PAY-V2-0002163,W-000647,2024-09-17,2024-09-22,2024-09-23,1617000,2,INV-000647-02,3148000,RELEASED,IA-S05-03-03,SYNTHETIC_V2,True
PAY-V2-0002164,W-000647,2025-05-14,2025-05-16,2025-05-21,1129000,3,INV-000647-03,4277000,RELEASED,IA-S05-03-03,SYNTHETIC_V2,True
PAY-V2-0002165,W-000647,2026-01-08,2026-01-12,2026-01-15,1547000,4,INV-000647-04,5824000,RELEASED,IA-S05-03-03,SYNTHETIC_V2,True
PAY-V2-0002166,W-000648,2024-07-03,2024-07-05,2024-07-10,1543000,1,INV-000648-01,1543000,RELEASED,IA-S06-03-03,SYNTHETIC_V2,True
PAY-V2-0002167,W-000648,2025-08-04,2025-08-12,2025-08-14,2261000,2,INV-000648-02,3804000,RELEASED,IA-S06-03-03,SYNTHETIC_V2,True
PAY-V2-0002168,W-000649,2023-11-21,2023-11-25,2023-11-30,1470000,1,INV-000649-01,1470000,RELEASED,IA-S01-01-01,SYNTHETIC_V2,True
PAY-V2-0002169,W-000649,2024-01-23,2024-01-27,2024-01-30,1771000,2,INV-000649-02,3241000,RELEASED,IA-S01-01-01,SYNTHETIC_V2,True
PAY-V2-0002170,W-000649,2024-03-26,2024-03-30,2024-04-02,1564000,3,INV-000649-03,4805000,RELEASED,IA-S01-01-01,SYNTHETIC_V2,True
PAY-V2-0002171,W-000649,2024-05-28,2024-05-31,2024-06-02,1550000,4,INV-000649-04,6355000,RELEASED,IA-S01-01-01,SYNTHETIC_V2,True
PAY-V2-0002172,W-000649,2024-07-30,2024-08-04,2024-08-08,1646000,5,INV-000649-05,8001000,RELEASED,IA-S01-01-01,SYNTHETIC_V2,True
PAY-V2-0002173,W-000649,2024-10-01,2024-10-05,2024-10-09,1080000,6,INV-000649-06,9081000,RELEASED,IA-S01-01-01,SYNTHETIC_V2,True
PAY-V2-0002174,W-000650,2023-11-15,2023-11-18,2023-11-21,5649000,1,INV-000650-01,5649000,RELEASED,IA-S02-01-01,SYNTHETIC_V2,True
PAY-V2-0002175,W-000650,2024-02-25,2024-03-02,2024-03-07,4078000,2,INV-000650-02,9727000,RELEASED,IA-S02-01-01,SYNTHETIC_V2,True
PAY-V2-0002176,W-000651,2023-09-20,2023-09-26,2023-09-30,2368000,1,INV-000651-01,2368000,RELEASED,IA-S03-01-01,SYNTHETIC_V2,True
PAY-V2-0002177,W-000651,2024-01-02,2024-01-05,2024-01-07,1320000,2,INV-000651-02,3688000,RELEASED,IA-S03-01-01,SYNTHETIC_V2,True
PAY-V2-0002178,W-000651,2024-04-15,2024-04-16,2024-04-18,1099000,3,INV-000651-03,4787000,RELEASED,IA-S03-01-01,SYNTHETIC_V2,True
PAY-V2-0002179,W-000652,2023-10-23,2023-10-30,2023-11-04,1002000,1,INV-000652-01,1002000,RELEASED,IA-S04-01-01,SYNTHETIC_V2,True
PAY-V2-0002180,W-000652,2024-02-04,2024-02-06,2024-02-07,689000,2,INV-000652-02,1691000,RELEASED,IA-S04-01-01,SYNTHETIC_V2,True
PAY-V2-0002181,W-000652,2024-05-18,2024-05-22,2024-05-23,893000,3,INV-000652-03,2584000,RELEASED,IA-S04-01-01,SYNTHETIC_V2,True
PAY-V2-0002182,W-000652,2024-08-30,2024-09-02,2024-09-05,854000,4,INV-000652-04,3438000,RELEASED,IA-S04-01-01,SYNTHETIC_V2,True
PAY-V2-0002183,W-000653,2023-10-29,2023-11-02,2023-11-03,681000,1,INV-000653-01,681000,RELEASED,IA-S05-01-01,SYNTHETIC_V2,True
PAY-V2-0002184,W-000653,2024-01-02,2024-01-07,2024-01-08,1805000,2,INV-000653-02,2486000,RELEASED,IA-S05-01-01,SYNTHETIC_V2,True
PAY-V2-0002185,W-000653,2024-03-07,2024-03-11,2024-03-15,1862000,3,INV-000653-03,4348000,RELEASED,IA-S05-01-01,SYNTHETIC_V2,True
PAY-V2-0002186,W-000653,2024-05-11,2024-05-13,2024-05-18,825000,4,INV-000653-04,5173000,RELEASED,IA-S05-01-01,SYNTHETIC_V2,True
PAY-V2-0002187,W-000653,2024-07-15,2024-07-20,2024-07-22,1276000,5,INV-000653-05,6449000,RELEASED,IA-S05-01-01,SYNTHETIC_V2,True
PAY-V2-0002188,W-000654,2023-11-17,2023-11-19,2023-11-24,321000,1,INV-000654-01,321000,RELEASED,IA-S06-01-01,SYNTHETIC_V2,True
PAY-V2-0002189,W-000654,2023-12-19,2023-12-25,2023-12-30,654000,2,INV-000654-02,975000,RELEASED,IA-S06-01-01,SYNTHETIC_V2,True
PAY-V2-0002190,W-000654,2024-01-20,2024-01-28,2024-02-02,304000,3,INV-000654-03,1279000,RELEASED,IA-S06-01-01,SYNTHETIC_V2,True
PAY-V2-0002191,W-000654,2024-02-21,2024-02-27,2024-03-01,327000,4,INV-000654-04,1606000,RELEASED,IA-S06-01-01,SYNTHETIC_V2,True
PAY-V2-0002192,W-000654,2024-03-24,2024-03-25,2024-03-26,413000,5,INV-000654-05,2019000,RELEASED,IA-S06-01-01,SYNTHETIC_V2,True
PAY-V2-0002193,W-000654,2024-04-25,2024-04-27,2024-04-30,639000,6,INV-000654-06,2658000,RELEASED,IA-S06-01-01,SYNTHETIC_V2,True
PAY-V2-0002194,W-000655,2024-04-02,2024-04-01,2024-04-06,1062000,1,INV-000655-01,1062000,RELEASED,IA-S01-01-01,SYNTHETIC_V2,True
PAY-V2-0002195,W-000655,2024-09-07,2024-09-12,2024-09-17,462000,2,INV-000655-02,1524000,RELEASED,IA-S01-01-01,SYNTHETIC_V2,True
PAY-V2-0002196,W-000656,2024-01-28,2024-01-31,2024-02-03,1210000,1,INV-000656-01,1210000,RELEASED,IA-S02-01-01,SYNTHETIC_V2,True
PAY-V2-0002197,W-000656,2024-05-15,2024-05-18,2024-05-23,963000,2,INV-000656-02,2173000,RELEASED,IA-S02-01-01,SYNTHETIC_V2,True
PAY-V2-0002198,W-000656,2024-08-31,2024-09-01,2024-09-04,1864000,3,INV-000656-03,4037000,RELEASED,IA-S02-01-01,SYNTHETIC_V2,True
PAY-V2-0002199,W-000657,2023-11-17,2023-11-23,2023-11-25,547000,1,INV-000657-01,547000,RELEASED,IA-S03-01-01,SYNTHETIC_V2,True
PAY-V2-0002200,W-000657,2024-01-20,2024-01-24,2024-01-28,502000,2,INV-000657-02,1049000,RELEASED,IA-S03-01-01,SYNTHETIC_V2,True
PAY-V2-0002201,W-000657,2024-03-24,2024-03-27,2024-03-29,412000,3,INV-000657-03,1461000,RELEASED,IA-S03-01-01,SYNTHETIC_V2,True
PAY-V2-0002202,W-000657,2024-05-27,2024-06-01,2024-06-05,582000,4,INV-000657-04,2043000,RELEASED,IA-S03-01-01,SYNTHETIC_V2,True
PAY-V2-0002203,W-000658,2023-12-20,2023-12-24,2023-12-26,974000,1,INV-000658-01,974000,RELEASED,IA-S04-01-01,SYNTHETIC_V2,True
PAY-V2-0002204,W-000658,2024-02-02,2024-02-08,2024-02-13,742000,2,INV-000658-02,1716000,RELEASED,IA-S04-01-01,SYNTHETIC_V2,True
PAY-V2-0002205,W-000658,2024-03-17,2024-03-21,2024-03-24,928000,3,INV-000658-03,2644000,RELEASED,IA-S04-01-01,SYNTHETIC_V2,True
PAY-V2-0002206,W-000658,2024-04-30,2024-05-02,2024-05-03,1482000,4,INV-000658-04,4126000,RELEASED,IA-S04-01-01,SYNTHETIC_V2,True
PAY-V2-0002207,W-000658,2024-06-13,2024-06-18,2024-06-22,746000,5,INV-000658-05,4872000,RELEASED,IA-S04-01-01,SYNTHETIC_V2,True
PAY-V2-0002208,W-000659,2024-01-27,2024-01-28,2024-02-02,1932000,1,INV-000659-01,1932000,RELEASED,IA-S05-01-01,SYNTHETIC_V2,True
PAY-V2-0002209,W-000659,2024-03-16,2024-03-18,2024-03-21,1219000,2,INV-000659-02,3151000,RELEASED,IA-S05-01-01,SYNTHETIC_V2,True
PAY-V2-0002210,W-000659,2024-05-04,2024-05-09,2024-05-11,1367000,3,INV-000659-03,4518000,RELEASED,IA-S05-01-01,SYNTHETIC_V2,True
PAY-V2-0002211,W-000659,2024-06-22,2024-06-23,2024-06-25,1684000,4,INV-000659-04,6202000,RELEASED,IA-S05-01-01,SYNTHETIC_V2,True
PAY-V2-0002212,W-000659,2024-08-10,2024-08-15,2024-08-19,1378000,5,INV-000659-05,7580000,RELEASED,IA-S05-01-01,SYNTHETIC_V2,True
PAY-V2-0002213,W-000659,2024-09-28,2024-10-04,2024-10-06,1203000,6,INV-000659-06,8783000,RELEASED,IA-S05-01-01,SYNTHETIC_V2,True
PAY-V2-0002214,W-000662,2024-07-12,2024-07-15,2024-07-18,220000,1,INV-000662-01,220000,RELEASED,IA-S02-01-01,SYNTHETIC_V2,True
PAY-V2-0002215,W-000662,2025-01-24,2025-01-25,2025-01-29,207000,2,INV-000662-02,427000,RELEASED,IA-S02-01-01,SYNTHETIC_V2,True
PAY-V2-0002216,W-000662,2025-08-08,2025-08-15,2025-08-16,125000,3,INV-000662-03,552000,RELEASED,IA-S02-01-01,SYNTHETIC_V2,True
PAY-V2-0002217,W-000662,2026-02-20,2026-02-27,2026-03-02,160000,4,INV-000662-04,712000,RELEASED,IA-S02-01-01,SYNTHETIC_V2,True
PAY-V2-0002218,W-000663,2024-12-12,2024-12-20,2024-12-23,4046000,1,INV-000663-01,4046000,RELEASED,IA-S03-01-01,SYNTHETIC_V2,True
PAY-V2-0002219,W-000663,2025-10-23,2025-10-28,2025-10-29,2912000,2,INV-000663-02,6958000,RELEASED,IA-S03-01-01,SYNTHETIC_V2,True
PAY-V2-0002220,W-000664,2024-10-09,2024-10-10,2024-10-11,1767000,1,INV-000664-01,1767000,RELEASED,IA-S04-01-01,SYNTHETIC_V2,True
PAY-V2-0002221,W-000664,2025-05-28,2025-06-03,2025-06-08,3930000,2,INV-000664-02,5697000,RELEASED,IA-S04-01-01,SYNTHETIC_V2,True
PAY-V2-0002222,W-000664,2026-01-14,2026-01-21,2026-01-22,4503000,3,INV-000664-03,10200000,RELEASED,IA-S04-01-01,SYNTHETIC_V2,True
PAY-V2-0002223,W-000665,2024-07-31,2024-08-02,2024-08-03,1907000,1,INV-000665-01,1907000,RELEASED,IA-S05-01-01,SYNTHETIC_V2,True
PAY-V2-0002224,W-000665,2025-02-07,2025-02-14,2025-02-18,1580000,2,INV-000665-02,3487000,RELEASED,IA-S05-01-01,SYNTHETIC_V2,True
PAY-V2-0002225,W-000665,2025-08-17,2025-08-18,2025-08-20,1912000,3,INV-000665-03,5399000,RELEASED,IA-S05-01-01,SYNTHETIC_V2,True
PAY-V2-0002226,W-000665,2026-02-24,2026-02-25,2026-02-28,1679000,4,INV-000665-04,7078000,RELEASED,IA-S05-01-01,SYNTHETIC_V2,True
PAY-V2-0002227,W-000666,2024-12-24,2024-12-25,2024-12-27,5484000,1,INV-000666-01,5484000,RELEASED,IA-S06-01-01,SYNTHETIC_V2,True
PAY-V2-0002228,W-000666,2025-10-29,2025-11-01,2025-11-03,2967000,2,INV-000666-02,8451000,RELEASED,IA-S06-01-01,SYNTHETIC_V2,True
PAY-V2-0002229,W-000667,2024-09-25,2024-10-03,2024-10-04,999000,1,INV-000667-01,999000,RELEASED,IA-S01-02-01,SYNTHETIC_V2,True
PAY-V2-0002230,W-000667,2025-05-19,2025-05-26,2025-05-29,977000,2,INV-000667-02,1976000,RELEASED,IA-S01-02-01,SYNTHETIC_V2,True
PAY-V2-0002231,W-000667,2026-01-10,2026-01-17,2026-01-19,862000,3,INV-000667-03,2838000,RELEASED,IA-S01-02-01,SYNTHETIC_V2,True
PAY-V2-0002232,W-000668,2024-08-14,2024-08-19,2024-08-21,1921000,1,INV-000668-01,1921000,RELEASED,IA-S02-02-01,SYNTHETIC_V2,True
PAY-V2-0002233,W-000668,2025-02-18,2025-02-26,2025-02-27,1955000,2,INV-000668-02,3876000,RELEASED,IA-S02-02-01,SYNTHETIC_V2,True
PAY-V2-0002234,W-000668,2025-08-25,2025-09-01,2025-09-02,2104000,3,INV-000668-03,5980000,RELEASED,IA-S02-02-01,SYNTHETIC_V2,True
PAY-V2-0002235,W-000668,2026-03-01,2026-03-02,2026-03-04,1775000,4,INV-000668-04,7755000,RELEASED,IA-S02-02-01,SYNTHETIC_V2,True
PAY-V2-0002236,W-000669,2024-04-10,2024-04-17,2024-04-22,477000,1,INV-000669-01,477000,RELEASED,IA-S03-02-01,SYNTHETIC_V2,True
PAY-V2-0002237,W-000669,2024-06-06,2024-06-08,2024-06-10,285000,2,INV-000669-02,762000,RELEASED,IA-S03-02-01,SYNTHETIC_V2,True
PAY-V2-0002238,W-000669,2024-08-02,2024-08-09,2024-08-12,229000,3,INV-000669-03,991000,RELEASED,IA-S03-02-01,SYNTHETIC_V2,True
PAY-V2-0002239,W-000669,2024-09-28,2024-10-04,2024-10-05,224000,4,INV-000669-04,1215000,RELEASED,IA-S03-02-01,SYNTHETIC_V2,True
PAY-V2-0002240,W-000669,2024-11-24,2024-11-27,2024-11-29,359000,5,INV-000669-05,1574000,RELEASED,IA-S03-02-01,SYNTHETIC_V2,True
PAY-V2-0002241,W-000669,2025-01-20,2025-01-28,2025-02-01,478000,6,INV-000669-06,2052000,RELEASED,IA-S03-02-01,SYNTHETIC_V2,True
PAY-V2-0002242,W-000670,2024-05-08,2024-05-14,2024-05-16,2052000,1,INV-000670-01,2052000,RELEASED,IA-S04-02-01,SYNTHETIC_V2,True
PAY-V2-0002243,W-000670,2024-08-09,2024-08-10,2024-08-13,2838000,2,INV-000670-02,4890000,RELEASED,IA-S04-02-01,SYNTHETIC_V2,True
PAY-V2-0002244,W-000671,2024-06-24,2024-06-28,2024-07-01,2021000,1,INV-000671-01,2021000,RELEASED,IA-S05-02-01,SYNTHETIC_V2,True
PAY-V2-0002245,W-000671,2024-08-28,2024-08-30,2024-09-03,2384000,2,INV-000671-02,4405000,RELEASED,IA-S05-02-01,SYNTHETIC_V2,True
PAY-V2-0002246,W-000671,2024-11-01,2024-11-05,2024-11-08,3105000,3,INV-000671-03,7510000,RELEASED,IA-S05-02-01,SYNTHETIC_V2,True
PAY-V2-0002247,W-000672,2024-05-04,2024-05-10,2024-05-15,2721000,1,INV-000672-01,2721000,RELEASED,IA-S06-02-01,SYNTHETIC_V2,True
PAY-V2-0002248,W-000672,2024-07-07,2024-07-11,2024-07-15,3456000,2,INV-000672-02,6177000,RELEASED,IA-S06-02-01,SYNTHETIC_V2,True
PAY-V2-0002249,W-000672,2024-09-09,2024-09-16,2024-09-18,3906000,3,INV-000672-03,10083000,RELEASED,IA-S06-02-01,SYNTHETIC_V2,True
PAY-V2-0002250,W-000672,2024-11-12,2024-11-13,2024-11-15,2941000,4,INV-000672-04,13024000,RELEASED,IA-S06-02-01,SYNTHETIC_V2,True
PAY-V2-0002251,W-000673,2024-04-21,2024-04-26,2024-04-30,1920000,1,INV-000673-01,1920000,RELEASED,IA-S01-02-01,SYNTHETIC_V2,True
PAY-V2-0002252,W-000673,2024-05-30,2024-06-04,2024-06-07,1862000,2,INV-000673-02,3782000,RELEASED,IA-S01-02-01,SYNTHETIC_V2,True
PAY-V2-0002253,W-000673,2024-07-08,2024-07-16,2024-07-20,1309000,3,INV-000673-03,5091000,RELEASED,IA-S01-02-01,SYNTHETIC_V2,True
PAY-V2-0002254,W-000673,2024-08-16,2024-08-18,2024-08-22,2818000,4,INV-000673-04,7909000,RELEASED,IA-S01-02-01,SYNTHETIC_V2,True
PAY-V2-0002255,W-000673,2024-09-24,2024-09-26,2024-09-30,2069000,5,INV-000673-05,9978000,RELEASED,IA-S01-02-01,SYNTHETIC_V2,True
PAY-V2-0002256,W-000674,2024-06-20,2024-06-21,2024-06-24,1145000,1,INV-000674-01,1145000,RELEASED,IA-S02-02-01,SYNTHETIC_V2,True
PAY-V2-0002257,W-000674,2024-07-31,2024-08-06,2024-08-08,1042000,2,INV-000674-02,2187000,RELEASED,IA-S02-02-01,SYNTHETIC_V2,True
PAY-V2-0002258,W-000674,2024-09-10,2024-09-15,2024-09-20,2979000,3,INV-000674-03,5166000,RELEASED,IA-S02-02-01,SYNTHETIC_V2,True
PAY-V2-0002259,W-000674,2024-10-21,2024-10-29,2024-10-31,2786000,4,INV-000674-04,7952000,RELEASED,IA-S02-02-01,SYNTHETIC_V2,True
PAY-V2-0002260,W-000674,2024-12-01,2024-12-07,2024-12-10,1058000,5,INV-000674-05,9010000,RELEASED,IA-S02-02-01,SYNTHETIC_V2,True
PAY-V2-0002261,W-000674,2025-01-11,2025-01-15,2025-01-16,1487000,6,INV-000674-06,10497000,RELEASED,IA-S02-02-01,SYNTHETIC_V2,True
PAY-V2-0002262,W-000675,2024-10-17,2024-10-21,2024-10-26,4011000,1,INV-000675-01,4011000,RELEASED,IA-S03-02-01,SYNTHETIC_V2,True
PAY-V2-0002263,W-000675,2025-02-01,2025-02-03,2025-02-05,4051000,2,INV-000675-02,8062000,RELEASED,IA-S03-02-01,SYNTHETIC_V2,True
PAY-V2-0002264,W-000676,2024-08-23,2024-08-27,2024-08-31,2027000,1,INV-000676-01,2027000,RELEASED,IA-S04-02-01,SYNTHETIC_V2,True
PAY-V2-0002265,W-000676,2024-11-20,2024-11-27,2024-11-30,3879000,2,INV-000676-02,5906000,RELEASED,IA-S04-02-01,SYNTHETIC_V2,True
PAY-V2-0002266,W-000676,2025-02-17,2025-02-18,2025-02-22,3353000,3,INV-000676-03,9259000,RELEASED,IA-S04-02-01,SYNTHETIC_V2,True
PAY-V2-0002267,W-000677,2024-08-05,2024-08-07,2024-08-08,972000,1,INV-000677-01,972000,RELEASED,IA-S05-02-01,SYNTHETIC_V2,True
PAY-V2-0002268,W-000677,2024-09-25,2024-09-27,2024-09-29,532000,2,INV-000677-02,1504000,RELEASED,IA-S05-02-01,SYNTHETIC_V2,True
PAY-V2-0002269,W-000677,2024-11-15,2024-11-19,2024-11-22,930000,3,INV-000677-03,2434000,RELEASED,IA-S05-02-01,SYNTHETIC_V2,True
PAY-V2-0002270,W-000677,2025-01-05,2025-01-11,2025-01-14,1218000,4,INV-000677-04,3652000,RELEASED,IA-S05-02-01,SYNTHETIC_V2,True
PAY-V2-0002271,W-000678,2024-09-27,2024-09-30,2024-10-03,670000,1,INV-000678-01,670000,RELEASED,IA-S06-02-01,SYNTHETIC_V2,True
PAY-V2-0002272,W-000678,2024-11-23,2024-11-30,2024-12-04,648000,2,INV-000678-02,1318000,RELEASED,IA-S06-02-01,SYNTHETIC_V2,True
PAY-V2-0002273,W-000678,2025-01-19,2025-01-24,2025-01-27,845000,3,INV-000678-03,2163000,RELEASED,IA-S06-02-01,SYNTHETIC_V2,True
PAY-V2-0002274,W-000678,2025-03-17,2025-03-25,2025-03-26,580000,4,INV-000678-04,2743000,RELEASED,IA-S06-02-01,SYNTHETIC_V2,True
PAY-V2-0002275,W-000678,2025-05-13,2025-05-19,2025-05-24,769000,5,INV-000678-05,3512000,RELEASED,IA-S06-02-01,SYNTHETIC_V2,True
PAY-V2-0002276,W-000679,2024-09-06,2024-09-11,2024-09-14,1733000,1,INV-000679-01,1733000,RELEASED,IA-S01-02-01,SYNTHETIC_V2,True
PAY-V2-0002277,W-000679,2024-11-08,2024-11-11,2024-11-16,1554000,2,INV-000679-02,3287000,RELEASED,IA-S01-02-01,SYNTHETIC_V2,True
PAY-V2-0002278,W-000679,2025-01-10,2025-01-18,2025-01-23,1495000,3,INV-000679-03,4782000,RELEASED,IA-S01-02-01,SYNTHETIC_V2,True
PAY-V2-0002279,W-000679,2025-03-14,2025-03-17,2025-03-18,1491000,4,INV-000679-04,6273000,RELEASED,IA-S01-02-01,SYNTHETIC_V2,True
PAY-V2-0002280,W-000679,2025-05-16,2025-05-24,2025-05-29,1608000,5,INV-000679-05,7881000,RELEASED,IA-S01-02-01,SYNTHETIC_V2,True
PAY-V2-0002281,W-000679,2025-07-18,2025-07-24,2025-07-29,1269000,6,INV-000679-06,9150000,RELEASED,IA-S01-02-01,SYNTHETIC_V2,True
PAY-V2-0002282,W-000682,2025-02-15,2025-02-18,2025-02-22,4024000,1,INV-000682-01,4024000,RELEASED,IA-S04-02-01,SYNTHETIC_V2,True
PAY-V2-0002283,W-000682,2025-08-22,2025-08-29,2025-09-02,4506000,2,INV-000682-02,8530000,RELEASED,IA-S04-02-01,SYNTHETIC_V2,True
PAY-V2-0002284,W-000682,2026-02-26,2026-03-05,2026-03-07,2472000,3,INV-000682-03,11002000,RELEASED,IA-S04-02-01,SYNTHETIC_V2,True
PAY-V2-0002285,W-000683,2025-01-17,2025-01-25,2025-01-30,2130000,1,INV-000683-01,2130000,RELEASED,IA-S05-02-01,SYNTHETIC_V2,True
PAY-V2-0002286,W-000683,2025-06-14,2025-06-22,2025-06-26,2750000,2,INV-000683-02,4880000,RELEASED,IA-S05-02-01,SYNTHETIC_V2,True
PAY-V2-0002287,W-000683,2025-11-09,2025-11-15,2025-11-20,1759000,3,INV-000683-03,6639000,RELEASED,IA-S05-02-01,SYNTHETIC_V2,True
PAY-V2-0002288,W-000683,2026-04-06,2026-04-07,2026-04-10,3667000,4,INV-000683-04,10306000,RELEASED,IA-S05-02-01,SYNTHETIC_V2,True
PAY-V2-0002289,W-000684,2025-04-17,2025-04-24,2025-04-29,4210000,1,INV-000684-01,4210000,RELEASED,IA-S06-02-01,SYNTHETIC_V2,True
PAY-V2-0002290,W-000684,2025-12-25,2025-12-29,2026-01-02,4490000,2,INV-000684-02,8700000,RELEASED,IA-S06-02-01,SYNTHETIC_V2,True
