group_type,group_value,metric,month,current_value,current_event_count,baseline_month_count,historical_event_support,median,mad,q1,q3,iqr,p10,p90,robust_z,deviation_method,ewma,trend_deviation_flag
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanction_work_count,2025-09,0.0,0,6,4,1.0,0.0,0.25,1.0,0.75,0.0,1.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.2709532655470774,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanction_work_count,2025-10,0.0,0,6,3,0.5,0.5,0.0,1.0,1.0,0.0,1.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.18966728588295415,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanction_work_count,2025-11,0.0,0,6,2,0.0,0.0,0.0,0.75,0.75,0.0,1.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.1327671001180679,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanction_work_count,2025-12,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.09293697008264752,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanction_work_count,2026-01,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.06505587905785326,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanction_work_count,2026-02,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.04553911534049728,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanction_work_count,2026-03,1.0,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.3318773807383481,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanction_work_count,2026-04,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.23231416651684367,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanction_work_count,2026-05,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.16261991656179056,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanction_work_count,2026-06,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.11383394159325338,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanction_work_count,2026-07,1.0,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.37968375911527735,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanction_work_count,2026-08,0.0,0,6,2,0.0,0.0,0.0,0.75,0.75,0.0,1.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.26577863138069413,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2023-12,771000.0,1,0,0,,,,,,,,,INSUFFICIENT_PRIOR_MONTHS,771000.0,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2024-01,0.0,0,1,1,771000.0,0.0,771000.0,771000.0,0.0,771000.0,771000.0,,INSUFFICIENT_PRIOR_MONTHS,539700.0,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2024-02,0.0,0,2,1,385500.0,385500.0,192750.0,578250.0,385500.0,77100.0,693900.0,,INSUFFICIENT_PRIOR_MONTHS,377790.0,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2024-03,0.0,0,3,1,0.0,0.0,0.0,385500.0,385500.0,0.0,616800.0,,INSUFFICIENT_PRIOR_MONTHS,264453.0,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2024-04,1925000.0,2,4,1,0.0,0.0,0.0,192750.0,192750.0,0.0,539700.0000000001,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,762617.1,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2024-05,2099000.0,1,5,3,0.0,0.0,0.0,771000.0,771000.0,0.0,1463400.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1163531.97,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2024-06,1685000.0,1,6,4,385500.0,385500.0,0.0,1636500.0,1636500.0,0.0,2012000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1319972.379,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2024-07,0.0,0,6,4,842500.0,842500.0,0.0,1865000.0,1865000.0,0.0,2012000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,923980.6652999999,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2024-08,0.0,0,6,4,842500.0,842500.0,0.0,1865000.0,1865000.0,0.0,2012000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,646786.4657099999,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2024-09,0.0,0,6,4,842500.0,842500.0,0.0,1865000.0,1865000.0,0.0,2012000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,452750.52599699993,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2024-10,2047000.0,1,6,4,842500.0,842500.0,0.0,1865000.0,1865000.0,0.0,2012000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,931025.3681979,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2024-11,0.0,0,6,3,842500.0,842500.0,0.0,1956500.0,1956500.0,0.0,2073000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,651717.7577385299,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2024-12,0.0,0,6,2,0.0,0.0,0.0,1263750.0,1263750.0,0.0,1866000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,456202.4304169709,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2025-01,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,1023500.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,319341.70129187964,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2025-02,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,1023500.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,223539.19090431574,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2025-03,2098000.0,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,1023500.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,785877.433633021,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2025-04,777000.0,1,6,2,0.0,0.0,0.0,1535250.0,1535250.0,0.0,2072500.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,783214.2035431146,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2025-05,4285000.0,1,6,2,0.0,0.0,0.0,582750.0,582750.0,0.0,1437500.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1833749.9424801802,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2025-06,869000.0,1,6,3,388500.0,388500.0,0.0,1767750.0,1767750.0,0.0,3191500.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1544324.959736126,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2025-07,0.0,0,6,4,823000.0,823000.0,194250.0,1790750.0,1596500.0,0.0,3191500.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1081027.471815288,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2025-08,0.0,0,6,4,823000.0,823000.0,194250.0,1790750.0,1596500.0,0.0,3191500.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,756719.2302707016,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2025-09,0.0,0,6,4,823000.0,823000.0,194250.0,1790750.0,1596500.0,0.0,3191500.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,529703.4611894911,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2025-10,0.0,0,6,3,388500.0,388500.0,0.0,846000.0,846000.0,0.0,2577000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,370792.42283264373,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2025-11,0.0,0,6,2,0.0,0.0,0.0,651750.0,651750.0,0.0,2577000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,259554.6959828506,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2025-12,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,434500.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,181688.28718799542,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2026-01,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,127181.80103159678,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2026-02,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,89027.26072211775,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2026-03,566000.0,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,232119.08250548242,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2026-04,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,283000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,162483.35775383768,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2026-05,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,283000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,113738.35042768637,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2026-06,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,283000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,79616.84529938045,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2026-07,1480000.0,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,283000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,499731.7917095663,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Drinking Water,sanctioned_amount_inr,2026-08,0.0,0,6,2,0.0,0.0,0.0,424500.0,424500.0,0.0,1023000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,349812.2541966964,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2023-12,1.0,1,0,0,,,,,,,,,INSUFFICIENT_PRIOR_MONTHS,1.0,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2024-01,0.0,0,1,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,INSUFFICIENT_PRIOR_MONTHS,0.7,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2024-02,0.0,0,2,1,0.5,0.5,0.25,0.75,0.5,0.1,0.9,,INSUFFICIENT_PRIOR_MONTHS,0.48999999999999994,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2024-03,0.0,0,3,1,0.0,0.0,0.0,0.5,0.5,0.0,0.8,,INSUFFICIENT_PRIOR_MONTHS,0.3429999999999999,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2024-04,0.0,0,4,1,0.0,0.0,0.0,0.25,0.25,0.0,0.7000000000000002,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.24009999999999992,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2024-05,0.0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.16806999999999994,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2024-06,1.0,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.41764899999999994,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2024-07,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.29235429999999996,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2024-08,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.20464800999999996,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2024-09,2.0,2,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.743253607,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2024-10,0.0,0,6,3,0.0,0.0,0.0,0.75,0.75,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.5202775249,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2024-11,0.0,0,6,3,0.0,0.0,0.0,0.75,0.75,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.36419426743,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2024-12,1.0,1,6,3,0.0,0.0,0.0,0.75,0.75,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.554935987201,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2025-01,2.0,2,6,3,0.0,0.0,0.0,0.75,0.75,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.9884551910407,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2025-02,0.0,0,6,5,0.5,0.5,0.0,1.75,1.75,0.0,2.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.6919186337284899,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2025-03,0.0,0,6,5,0.5,0.5,0.0,1.75,1.75,0.0,2.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.4843430436099429,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2025-04,0.0,0,6,3,0.0,0.0,0.0,0.75,0.75,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.33904013052696,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2025-05,1.0,1,6,3,0.0,0.0,0.0,0.75,0.75,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.537328091368872,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2025-06,0.0,0,6,4,0.5,0.5,0.0,1.0,1.0,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.3761296639582104,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2025-07,2.0,2,6,3,0.0,0.0,0.0,0.75,0.75,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.8632907647707473,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2025-08,0.0,0,6,3,0.0,0.0,0.0,0.75,0.75,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.6043035353395231,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2025-09,3.0,3,6,3,0.0,0.0,0.0,0.75,0.75,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1.323012474737666,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2025-10,0.0,0,6,6,0.5,0.5,0.0,1.75,1.75,0.0,2.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.926108732316366,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2025-11,2.0,2,6,6,0.5,0.5,0.0,1.75,1.75,0.0,2.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1.2482761126214563,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2025-12,3.0,3,6,7,1.0,1.0,0.0,2.0,2.0,0.0,2.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1.7737932788350192,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2026-01,2.0,2,6,10,2.0,1.0,0.5,2.75,2.25,0.0,3.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1.8416552951845135,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2026-02,5.0,5,6,10,2.0,1.0,0.5,2.75,2.25,0.0,3.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,2.789158706629159,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2026-03,6.0,6,6,15,2.5,0.5,2.0,3.0,1.0,1.0,4.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,3.7524110946404114,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2026-04,4.0,4,6,18,2.5,1.5,2.0,4.5,2.5,1.0,5.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,3.8266877662482877,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2026-05,7.0,7,6,22,3.5,1.5,2.25,4.75,2.5,2.0,5.5,1.5738333333333332,MAD,4.778681436373802,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2026-06,5.0,5,6,27,4.5,1.5,3.25,5.75,2.5,2.5,6.5,0.22483333333333333,MAD,4.845077005461661,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2026-07,6.0,6,6,29,5.0,1.0,4.25,5.75,1.5,3.0,6.5,0.6745,MAD,5.191553903823163,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,2026-08,13.0,13,6,33,5.5,0.5,5.0,6.0,1.0,4.5,6.5,10.1175,MAD,7.5340877326762135,True
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,recommendation_work_count,2023-04,1.0,1,0,0,,,,,,,,,INSUFFICIENT_PRIOR_MONTHS,1.0,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,recommendation_work_count,2023-05,0.0,0,1,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,INSUFFICIENT_PRIOR_MONTHS,0.7,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,recommendation_work_count,2023-06,0.0,0,2,1,0.5,0.5,0.25,0.75,0.5,0.1,0.9,,INSUFFICIENT_PRIOR_MONTHS,0.48999999999999994,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,recommendation_work_count,2023-07,1.0,1,3,1,0.0,0.0,0.0,0.5,0.5,0.0,0.8,,INSUFFICIENT_PRIOR_MONTHS,0.6429999999999999,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,recommendation_work_count,2023-08,0.0,0,4,2,0.5,0.5,0.0,1.0,1.0,0.0,1.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.4500999999999999,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,recommendation_work_count,2023-09,0.0,0,5,2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.3150699999999999,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,recommendation_work_count,2023-10,0.0,0,6,2,0.0,0.0,0.0,0.75,0.75,0.0,1.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.2205489999999999,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,recommendation_work_count,2023-11,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.15438429999999992,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,recommendation_work_count,2023-12,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.10806900999999994,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,recommendation_work_count,2024-01,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.07564830699999996,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,recommendation_work_count,2024-02,1.0,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.35295381489999994,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,recommendation_work_count,2024-03,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.24706767042999994,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,recommendation_work_count,2024-04,1.0,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.4729473693009999,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,recommendation_work_count,2024-05,0.0,0,6,2,0.0,0.0,0.0,0.75,0.75,0.0,1.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.3310631585106999,False
DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,recommendation_work_count,2024-06,0.0,0,6,2,0.0,0.0,0.0,0.75,0.75,0.0,1.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.2317442109574899,False
