work_id,injected_anomaly_count,injected_anomaly_types,expected_risk_score_0_100,expected_risk_class,duplicate_group_reference,label_usage_note,synthetic_marker
W-001047,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001048,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001049,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001050,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001051,0,NONE,6,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001052,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001053,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001054,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001055,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001056,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001057,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001058,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001059,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001060,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001061,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001062,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001063,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001064,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001065,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001066,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001067,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001068,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001069,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001070,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001071,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001072,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001073,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001074,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001075,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001076,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001077,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001078,0,NONE,6,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001079,0,NONE,6,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001080,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001081,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001082,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001083,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001084,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001085,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001086,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001087,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001088,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001089,1,PROJECT_DELAY,20,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001090,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001091,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001092,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001093,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001094,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001095,0,NONE,6,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001096,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001097,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001098,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001099,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001100,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001101,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001102,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001103,0,NONE,4,LOW,DUP-012,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001104,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001105,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001106,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001107,0,NONE,6,LOW,DUP-013,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001108,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001109,0,NONE,6,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001110,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001111,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001112,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001113,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001114,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001115,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001116,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001117,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001118,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001119,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001120,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001121,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001122,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001123,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001124,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001125,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001126,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001127,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001128,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001129,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-001130,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
